,loudness-0,loudness-1,loudness-2,bufmfcc_feats-0,bufmfcc_feats-1,bufmfcc_feats-2,bufmfcc_feats-3,bufmfcc_feats-4,bufmfcc_feats-5,bufmfcc_feats-6,spectral-0,spectral-1,spectral-2,spectral-3,spectral-4,spectral-5,spectral-6
0,-5.23169,-0.664039,0.777555,138.51,19.2362,-20.8505,-30.4169,-10.9067,6.70408,13.4406,2858.88,3819.85,3.09117,12.349,12432.4,-11.9243,35.5059
1,-2.18538,-0.660653,0.774785,-232.739,57.1986,-49.6955,-105.675,-40.2889,26.4646,46.2643,1545.61,150.503,92.0897,10073.9,1587.98,-70.674,47.4543
2,-2.21638,-0.396465,0.772575,-227.808,62.1393,-44.0607,-101.341,-36.9536,28.1368,47.8515,1545.6,151.652,90.7073,9767.88,1587.98,-70.2246,47.4541
3,-2.24118,-0.666004,0.775104,-227.779,64.168,-42.3438,-99.6479,-39.1444,30.7624,47.9291,1545.54,149.523,92.022,10137.7,1587.98,-70.6246,47.454
4,-2.2128,-0.183808,0.777582,-228.721,59.701,-45.5183,-101.985,-39.0902,27.8754,48.4644,1545.58,148.518,90.6737,9824.59,1587.98,-70.4732,47.4542
5,-2.18507,-0.664007,0.775334,-232.626,55.9342,-50.066,-105.713,-41.3029,25.9071,46.9766,1545.59,148.274,91.8169,10075.8,1587.98,-70.7812,47.4544
6,-2.21023,-0.535993,0.7726,-229.976,63.5278,-42.9423,-102.401,-37.6166,30.7041,47.5273,1545.55,149.894,92.613,10211.7,1587.98,-70.9838,47.4542
7,-2.2409,-0.666183,0.774558,-228.083,65.3504,-39.7124,-101.443,-36.7744,32.2439,46.835,1545.56,151.17,91.2935,9915.02,1587.98,-70.5142,47.454
8,-2.21892,-0.282356,0.777498,-230.531,64.0949,-44.3579,-102.31,-36.5306,28.9857,47.75,1545.48,145.867,93.7258,10540.6,1587.98,-71.0057,47.4542
9,-2.18602,-0.66616,0.77587,-232.954,56.5583,-51.1349,-104.867,-42.0531,27.0969,44.6387,1545.54,145.223,93.2958,10502.3,1587.98,-71.0083,47.4544
10,-2.20422,-0.548638,0.772745,-230.092,61.6734,-45.0857,-103.018,-38.1223,29.305,45.7835,1545.57,150.243,92.281,10152.1,1587.98,-70.8021,47.4542
11,-2.23928,-0.532819,0.774037,-227.137,63.2632,-40.4639,-101.066,-38.4914,31.8484,46.5118,1545.56,149.56,90.2196,9759.54,1587.98,-70.4982,47.454
12,-2.22477,-0.439219,0.777297,-227.759,61.134,-43.405,-100.936,-39.7326,31.1542,46.4889,1545.56,148.173,90.7765,9929.31,1587.98,-70.4373,47.4541
13,-2.18825,-0.584737,0.776368,-232.535,56.0011,-49.3471,-106.351,-40.7829,26.5173,45.4398,1545.61,148.922,91.1259,9905.99,1587.98,-70.6746,47.4543
14,-2.19865,-0.656971,0.773001,-229.531,60.3582,-44.4265,-102.714,-39.1798,30.5847,46.4321,1545.57,148.413,91.0427,9931.52,1587.98,-70.9262,47.4542
15,-2.2364,-0.340246,0.773565,-227.773,64.7324,-39.5752,-101.368,-37.0294,31.9854,47.6157,1545.59,152.299,90.5117,9729.1,1587.98,-70.5159,47.454
16,-2.23006,-0.66618,0.776991,-227.744,62.8308,-40.8393,-102.506,-36.2544,30.6887,46.8756,1545.58,150.543,90.0445,9663.47,1587.98,-70.4711,47.4541
17,-2.19168,-0.528555,0.776805,-232.259,58.5484,-49.4689,-104.77,-38.8525,26.2908,46.3637,1545.57,148.548,92.7242,10259.1,1587.98,-70.8499,47.4543
18,-2.19376,-0.666167,0.773358,-231.68,60.6238,-46.9859,-104.421,-37.7184,27.0015,46.996,1545.57,149.727,92.3413,10138.5,1587.98,-70.9696,47.4543
19,-2.23239,-0.211889,0.773166,-227.263,63.2018,-42.2366,-100.298,-38.283,30.2109,47.3729,1545.56,149.817,91.0696,9923.9,1587.98,-70.4751,47.454
20,-2.23455,-0.66617,0.776593,-228.226,64.0514,-44.445,-99.4301,-38.1711,28.8921,48.3342,1545.51,147.566,93.0843,10404.2,1587.98,-70.8708,47.4541
21,-2.19613,-0.497012,0.777159,-231.731,57.9368,-46.8621,-105.467,-40.3138,29.145,45.3359,1545.65,152.387,90.8006,9778.6,1587.98,-70.579,47.4543
22,-2.18981,-0.658704,0.773796,-231.173,59.1128,-47.2925,-104.004,-39.488,29.141,45.3076,1545.55,146.587,92.3329,10257.5,1587.98,-70.7246,47.4543
23,-2.22747,-0.174993,0.772858,-228.72,65.4737,-42.6127,-99.7649,-37.7837,31.1188,48.2023,1545.48,146.831,93.5628,10512.2,1587.98,-71.0158,47.4541
24,-2.23801,-0.66618,0.776122,-227.859,64.6844,-41.3976,-100.125,-37.8944,31.9603,47.1875,1545.49,146.289,92.0871,10225.3,1587.98,-70.8559,47.4541
25,-2.2014,-0.287511,0.777413,-229.317,58.2128,-46.2454,-101.707,-41.5611,29.8739,48.4739,1545.58,147.376,91.0416,9974.27,1587.98,-70.4742,47.4543
26,-2.18697,-0.666183,0.774296,-232.257,57.5528,-48.5987,-105.015,-41.0704,28.0646,45.659,1545.6,149.788,91.9542,10075.7,1587.98,-70.6382,47.4543
27,-2.22186,-0.242456,0.772657,-227.731,62.598,-43.4223,-101.121,-37.3092,28.8257,47.2926,1545.59,151.146,90.6854,9797.14,1587.98,-70.4858,47.4541
28,-2.24026,-0.666039,0.775601,-228.318,65.0327,-42.8909,-100.347,-37.3593,30.2008,46.7268,1545.55,151.281,92.5074,10202.7,1587.98,-70.646,47.454
29,-2.20723,-0.185277,0.777555,-230.469,60.2711,-46.4063,-103.458,-38.3998,27.9149,46.6144,1545.62,152.02,91.6172,9972.99,1587.98,-70.6697,47.4542
30,-2.18538,-0.659697,0.774833,-232.127,55.6804,-46.7862,-106.983,-41.4336,29.1476,45.1635,1545.72,155.376,89.3168,9421.91,1587.98,-70.2455,47.4543
31,-2.21583,-0.416616,0.772574,-227.423,62.1954,-42.4376,-100.531,-38.0825,29.9551,49.6259,1545.6,151.232,90.2365,9700.84,1587.98,-70.4138,47.4541
32,-2.24121,-0.666004,0.775056,-226.498,64.5621,-42.001,-97.7497,-38.9001,31.2941,49.6524,1545.48,145.019,92.3009,10316.7,1587.98,-70.7214,47.454
33,-2.21333,-0.188264,0.77758,-229.564,62.254,-45.4749,-101.75,-37.1681,28.4706,47.4892,1545.53,147.591,92.6252,10281.6,1587.98,-70.7868,47.4542
34,-2.18509,-0.666011,0.775381,-232.123,55.2347,-50.2522,-105.408,-42.1743,26.9184,45.3333,1545.67,152.236,91.1524,9885.52,1587.98,-70.3077,47.4543
35,-2.20969,-0.532609,0.772608,-228.769,61.423,-44.2592,-101.718,-38.9429,29.8426,46.8341,1545.59,150.843,91.4542,9979.48,1587.98,-70.4748,47.4541
36,-2.24082,-0.666001,0.77451,-227.76,64.0726,-40.7924,-101.958,-36.2699,29.0097,48.8642,1545.61,153.649,90.0892,9577.33,1587.98,-70.455,47.454
37,-2.21946,-0.296165,0.777485,-230.606,62.8456,-44.0418,-103.804,-36.5899,28.0281,47.7869,1545.5,146.443,92.3978,10201.3,1587.98,-71.0581,47.4542
38,-2.18616,-0.665981,0.775917,-234.552,57.2679,-49.9819,-107.623,-40.1011,25.8436,45.4668,1545.55,147.35,92.9461,10290.7,1587.98,-70.9867,47.4544
39,-2.20369,-0.555153,0.772764,-228.831,61.2499,-43.9781,-102.445,-37.379,29.1943,47.576,1545.59,150.201,90.809,9824.94,1587.98,-70.5206,47.4542
40,-2.23907,-0.51131,0.773992,-225.84,63.6441,-40.9466,-99.1069,-37.2602,29.9661,49.8175,1545.63,154.139,90.0197,9611.71,1587.98,-70.1523,47.454
41,-2.22526,-0.457872,0.777274,-227.075,61.7628,-43.025,-100.322,-37.9659,29.5304,49.4731,1545.67,155.347,89.9372,9558.77,1587.98,-70.0899,47.454
42,-2.18851,-0.575769,0.77641,-232.426,56.5282,-49.0822,-106.139,-40.2631,26.7931,45.8021,1545.64,151.469,91.157,9853.85,1587.98,-70.6182,47.4543
43,-2.19818,-0.666056,0.773029,-230.578,60.9507,-46.6503,-102.169,-39.5576,28.6786,47.565,1545.49,144.7,93.2524,10490.8,1587.98,-71.0723,47.4543
44,-2.23609,-0.327842,0.773526,-228.185,64.2807,-41.605,-101.075,-37.5965,30.026,47.7645,1545.47,145.193,92.119,10234.5,1587.98,-70.9545,47.4541
45,-2.23051,-0.666056,0.776959,-227.163,61.6038,-42.7622,-100.361,-39.1869,30.0915,48.2545,1545.57,149.071,90.5181,9818.7,1587.98,-70.5279,47.4541
46,-2.19204,-0.528356,0.776839,-231.125,55.5447,-46.7249,-106.766,-40.0192,27.3002,45.9042,1545.75,156.937,88.647,9235.62,1587.98,-70.1266,47.4542
47,-2.19337,-0.666157,0.773394,-228.841,58.3106,-45.6579,-103.304,-38.1069,27.4423,48.2171,1545.69,154.177,89.1384,9397.77,1587.98,-70.1526,47.4542
48,-2.23199,-0.204527,0.773134,-226.504,63.7356,-41.6242,-99.5145,-37.322,30.5419,48.1914,1545.59,151.233,90.2892,9720.82,1587.98,-70.2633,47.454
49,-2.2349,-0.66617,0.776554,-227.405,64.0705,-42.5313,-99.2332,-38.2667,31.2454,48.1323,1545.54,149.085,91.8152,10091.0,1587.98,-70.5059,47.4541
50,-2.19657,-0.474187,0.777186,-231.441,58.8926,-47.8355,-103.629,-40.0341,28.064,47.3803,1545.57,148.641,92.3036,10173.2,1587.98,-70.7011,47.4543
51,-2.1895,-0.66068,0.773838,-231.658,58.4299,-46.9255,-105.543,-38.7576,26.8941,47.4196,1545.66,153.85,90.7351,9714.8,1587.98,-70.5068,47.4543
52,-2.22699,-0.176499,0.772836,-228.304,63.6638,-42.5919,-100.916,-38.0303,29.9597,48.0183,1545.54,148.88,91.7299,10069.9,1587.98,-70.6981,47.4541
53,-2.23826,-0.66618,0.776078,-228.396,64.4974,-42.9613,-100.422,-37.9146,30.3333,46.8752,1545.53,148.924,92.4472,10240.8,1587.98,-70.6987,47.4541
54,-2.2019,-0.274051,0.777431,-232.557,60.7143,-47.1145,-105.107,-38.3944,28.0988,45.3655,1545.56,149.111,93.0908,10315.3,1587.98,-71.1363,47.4543
55,-2.18677,-0.666193,0.774343,-233.383,59.2283,-48.4316,-105.523,-39.7819,28.0679,45.8203,1545.55,148.214,93.6235,10464.9,1587.98,-71.0937,47.4544
56,-2.22133,-0.253829,0.772645,-228.765,64.4621,-42.1074,-101.135,-36.8591,30.0282,49.0127,1545.6,153.133,91.541,9916.9,1587.98,-70.6623,47.4541
57,-2.2404,-0.666157,0.775553,-226.919,64.9562,-42.473,-98.251,-37.5716,29.8614,49.8575,1545.54,149.592,92.068,10147.1,1587.98,-70.7704,47.454
58,-2.20777,-0.181583,0.777562,-228.529,59.6743,-45.6598,-101.879,-38.1753,27.9514,48.661,1545.63,152.094,90.7204,9776.56,1587.98,-70.2533,47.4542
59,-2.1853,-0.660276,0.774882,-231.974,55.8647,-49.6089,-105.265,-41.6329,26.9512,45.7041,1545.66,152.142,91.0652,9844.04,1587.98,-70.6265,47.4543
60,-2.21529,-0.437224,0.772571,-228.763,61.7755,-43.0274,-101.751,-39.7352,31.086,46.783,1545.57,149.409,91.26,9965.24,1587.98,-70.5097,47.4541
61,-2.24124,-0.666183,0.775006,-228.7,64.9449,-41.707,-100.61,-38.6058,31.1946,47.2726,1545.5,147.829,92.4931,10262.7,1587.98,-70.9603,47.4541
62,-2.2139,-0.193677,0.777575,-229.22,60.4052,-44.7046,-102.974,-38.6175,29.757,45.4188,1545.63,152.271,90.6757,9789.23,1587.98,-70.3558,47.4541
63,-2.18515,-0.66619,0.775431,-232.549,55.9891,-49.7579,-105.683,-41.7622,27.6195,44.9953,1545.59,148.295,92.0296,10156.5,1587.98,-70.816,47.4543
64,-2.20914,-0.530491,0.772618,-229.077,62.5399,-43.0965,-101.926,-38.0709,30.9023,47.3213,1545.56,149.393,91.8675,10085.0,1587.98,-70.7161,47.4542
65,-2.2407,-0.66616,0.774463,-226.395,63.9404,-40.064,-100.27,-36.7791,30.4976,49.0863,1545.55,149.475,90.2435,9737.86,1587.98,-70.6317,47.454
66,-2.21999,-0.3102,0.777471,-227.46,60.5164,-42.2642,-101.754,-38.6308,30.7301,48.0305,1545.58,148.385,89.5219,9602.63,1587.98,-70.4723,47.4541
67,-2.18632,-0.66616,0.775962,-232.351,55.4007,-49.0225,-106.294,-41.4799,26.8885,46.2672,1545.63,150.539,90.8503,9816.38,1587.98,-70.6391,47.4543
68,-2.20318,-0.561726,0.772783,-229.996,60.8445,-43.8087,-104.052,-38.5145,30.5521,44.8965,1545.63,152.706,90.5567,9736.87,1587.98,-70.5104,47.4542
69,-2.23885,-0.490244,0.773948,-226.938,63.0985,-41.2025,-100.316,-39.1177,31.7562,46.6063,1545.55,149.17,90.9074,9935.54,1587.98,-70.5138,47.454
70,-2.22576,-0.477179,0.77725,-228.106,61.4966,-43.5577,-100.801,-39.9012,30.7386,47.2159,1545.63,152.815,90.7813,9807.17,1587.98,-70.3884,47.4541
71,-2.18879,-0.567262,0.776451,-231.264,55.4649,-49.8161,-104.558,-41.8777,27.2582,45.567,1545.62,149.012,91.1447,9946.19,1587.98,-70.6339,47.4543
72,-2.19772,-0.66618,0.773058,-229.265,60.078,-44.7665,-102.612,-38.9133,30.0984,46.6509,1545.62,151.194,90.7624,9834.67,1587.98,-70.5739,47.4542
73,-2.23576,-0.31709,0.773488,-226.677,63.6556,-39.7254,-100.991,-36.8743,31.1547,48.1798,1545.61,152.344,89.6973,9568.71,1587.98,-70.6,47.454
74,-2.23093,-0.666056,0.776927,-228.913,64.0659,-41.0232,-102.829,-36.1354,30.8259,46.9369,1545.57,150.48,91.0103,9853.65,1587.98,-70.782,47.4541
75,-2.1924,-0.529633,0.776874,-231.958,57.3915,-47.9136,-105.19,-40.6465,28.0888,46.4572,1545.63,151.02,91.4638,9955.02,1587.98,-70.666,47.4543
76,-2.19298,-0.665978,0.77343,-230.821,59.5691,-47.8626,-102.386,-40.7868,29.1663,46.1949,1545.51,144.574,93.208,10506.1,1587.98,-71.1678,47.4543
77,-2.23158,-0.19747,0.773104,-228.09,63.3152,-40.8767,-101.893,-38.0094,30.6688,47.5916,1545.58,151.321,90.4926,9757.31,1587.98,-70.5884,47.454
78,-2.23524,-0.665991,0.776514,-228.092,63.1422,-41.9281,-101.11,-38.6041,30.8505,47.3377,1545.57,150.97,91.0035,9876.99,1587.98,-70.554,47.454
79,-2.19701,-0.45152,0.777212,-230.401,57.297,-47.2579,-103.747,-41.2653,29.4128,45.707,1545.63,150.74,90.6562,9819.92,1587.98,-70.3987,47.4542
80,-2.18921,-0.660833,0.773882,-231.071,58.3201,-47.0558,-103.846,-40.6276,29.29,46.3034,1545.59,148.857,91.7556,10078.9,1587.98,-70.5358,47.4543
81,-2.22651,-0.179588,0.772814,-229.153,65.8699,-42.8113,-100.237,-36.8326,30.2139,48.0269,1545.46,145.911,93.9618,10617.4,1587.98,-71.1853,47.4541
82,-2.2385,-0.666001,0.776033,-230.111,66.3095,-39.6374,-103.167,-35.8706,31.528,47.6037,1545.59,153.976,91.8225,9940.69,1587.98,-70.7266,47.4541
83,-2.2024,-0.261813,0.777447,-231.189,60.0579,-44.822,-105.614,-37.4666,29.4044,45.1058,1545.64,152.667,90.3743,9674.37,1587.98,-70.6636,47.4542
84,-2.18659,-0.666011,0.77439,-230.709,55.9632,-48.343,-104.853,-40.6584,26.8609,47.1675,1545.75,157.188,89.2629,9365.58,1587.99,-70.1356,47.4542
85,-2.22081,-0.265679,0.772633,-227.28,61.4818,-42.3553,-101.628,-37.6326,28.4806,49.0468,1545.7,157.108,88.8138,9281.89,1587.98,-70.0656,47.454
86,-2.24053,-0.665978,0.775505,-228.892,65.0238,-42.343,-100.721,-37.7505,29.432,48.6487,1545.57,152.695,92.1248,10063.8,1587.98,-70.5981,47.454
87,-2.20831,-0.178274,0.777569,-231.13,61.1757,-46.7926,-102.944,-38.8248,27.8484,47.3218,1545.54,147.997,93.2693,10400.9,1587.98,-70.9789,47.4543
88,-2.18523,-0.660811,0.774931,-232.646,56.6956,-49.1185,-105.258,-41.8561,28.0783,45.4734,1545.59,148.435,91.9232,10125.8,1587.98,-70.6382,47.4544
89,-2.21474,-0.45918,0.77257,-228.157,62.6173,-42.297,-101.251,-38.3686,31.9605,46.2558,1545.61,152.105,90.9281,9862.5,1587.98,-70.2453,47.4541
90,-2.24124,-0.666193,0.774958,-227.286,64.6867,-39.9793,-100.709,-37.1469,31.983,47.5293,1545.58,151.989,90.5482,9756.45,1587.98,-70.3703,47.454
91,-2.21444,-0.200074,0.777572,-228.171,60.5464,-44.2215,-101.431,-38.4331,29.0019,49.2395,1545.61,150.886,90.6705,9794.71,1587.98,-70.3656,47.4541
92,-2.18519,-0.666193,0.77548,-232.933,56.1541,-49.5608,-106.315,-41.022,26.4928,46.1097,1545.61,149.804,91.8601,10041.9,1587.98,-70.7622,47.4544
93,-2.20859,-0.528962,0.772628,-229.459,62.1543,-45.2712,-101.496,-38.322,28.2568,48.2218,1545.58,150.706,92.3357,10139.2,1587.98,-70.4633,47.4542
94,-2.24059,-0.666157,0.774415,-228.389,64.8706,-41.7343,-101.293,-36.9338,29.8557,47.0955,1545.58,153.163,91.6874,9957.91,1587.98,-70.5055,47.454
95,-2.22053,-0.320581,0.777454,-229.603,62.0442,-43.7772,-102.454,-38.6015,30.0111,46.7862,1545.63,154.287,91.3976,9890.73,1587.98,-70.4719,47.4541
96,-2.1865,-0.66616,0.776007,-235.11,58.1078,-50.152,-106.475,-41.8189,27.6134,45.1734,1545.56,149.311,94.0558,10527.4,1587.98,-71.1449,47.4544
97,-2.20269,-0.570164,0.772802,-230.233,62.8807,-45.629,-101.11,-38.3954,29.129,48.743,1545.54,149.039,93.5003,10431.0,1587.98,-70.8441,47.4542
98,-2.23863,-0.470675,0.773905,-228.908,66.5824,-41.2786,-100.219,-36.8281,30.529,49.6651,1545.49,148.248,93.4341,10432.5,1587.98,-71.1853,47.4541
99,-2.22625,-0.497609,0.777226,-228.349,63.1311,-42.418,-102.253,-35.4273,28.1485,49.1452,1545.63,153.911,90.4753,9660.5,1587.98,-70.5175,47.4541
100,-2.18905,-0.559689,0.776493,-232.394,56.6941,-48.8919,-105.462,-41.1434,27.4394,46.3075,1545.63,151.301,91.3969,9925.64,1587.98,-70.6061,47.4543
101,-2.19725,-0.66618,0.773088,-230.563,60.0256,-45.1595,-104.119,-39.0049,29.4248,46.0047,1545.63,152.287,90.9267,9798.02,1587.98,-70.812,47.4542
102,-2.23542,-0.30608,0.77345,-229.976,65.5679,-40.7162,-103.01,-36.9349,31.2563,45.9345,1545.51,149.167,92.3019,10158.3,1587.98,-71.002,47.4541
103,-2.23135,-0.666183,0.776893,-229.113,63.4882,-43.0431,-101.589,-38.0223,29.4424,48.0572,1545.5,147.089,92.6172,10284.6,1587.98,-71.0327,47.4541
104,-2.19278,-0.53105,0.776909,-231.045,56.2989,-47.7791,-105.028,-40.9095,27.6739,46.8658,1545.65,151.899,90.4581,9722.75,1587.98,-70.6404,47.4543
105,-2.1926,-0.666167,0.773468,-229.959,59.3813,-47.2632,-102.603,-38.6395,27.1671,48.2349,1545.65,153.411,91.1726,9843.61,1587.98,-70.5064,47.4542
106,-2.23115,-0.191874,0.773074,-228.399,65.3988,-41.4356,-101.115,-35.8158,29.7851,48.7491,1545.58,152.697,91.3862,9881.15,1587.98,-70.8274,47.454
107,-2.23558,-0.666167,0.776473,-228.436,64.5434,-40.8799,-101.662,-36.3997,30.1425,48.9094,1545.59,152.382,91.0152,9808.99,1587.98,-70.7319,47.4541
108,-2.19747,-0.430658,0.777237,-231.979,59.8388,-47.9015,-103.905,-38.8644,26.7619,48.6166,1545.63,152.938,92.2456,10040.9,1587.98,-70.7462,47.4543
109,-2.18893,-0.65985,0.773924,-230.904,57.7656,-48.5607,-103.508,-40.4753,26.9259,47.6038,1545.65,152.466,91.3304,9898.71,1587.98,-70.5655,47.4543
110,-2.22603,-0.182855,0.772793,-228.475,63.1582,-41.4906,-101.644,-38.9376,31.6794,46.6672,1545.56,150.319,91.2858,9964.99,1587.98,-70.7288,47.4541
111,-2.23873,-0.66618,0.775987,-228.761,64.1379,-41.1466,-101.919,-38.0768,31.4843,46.1157,1545.52,148.034,91.6594,10066.8,1587.98,-70.8097,47.4541
112,-2.20291,-0.24981,0.777463,-231.531,59.7956,-46.0938,-104.697,-39.1996,28.924,46.0392,1545.62,152.506,91.6157,9940.29,1587.98,-70.8408,47.4543
113,-2.18641,-0.66616,0.774437,-232.682,58.067,-47.9932,-105.399,-40.434,27.9617,46.8671,1545.65,153.327,91.5474,9893.17,1587.98,-70.6442,47.4543
114,-2.22028,-0.278671,0.772622,-227.549,62.5665,-40.9182,-101.33,-38.22,31.8966,47.5461,1545.64,153.747,89.779,9556.23,1587.98,-70.4015,47.454
115,-2.24065,-0.66616,0.775457,-226.07,63.1857,-39.5905,-101.502,-35.6842,30.3283,47.7033,1545.72,158.772,87.96,9091.6,1587.98,-69.9388,47.4539
116,-2.20885,-0.176228,0.777574,-228.735,59.8859,-44.9986,-102.794,-37.4386,27.9984,48.142,1545.68,154.592,89.7865,9518.25,1587.98,-70.2939,47.4542
117,-2.18517,-0.660163,0.77498,-232.559,56.9157,-50.6911,-104.01,-41.9985,26.3879,47.3792,1545.61,150.509,92.799,10268.2,1587.98,-70.7504,47.4543
118,-2.21419,-0.481543,0.772571,-228.48,62.1431,-44.1579,-100.797,-38.7846,29.2687,48.0409,1545.57,150.034,91.8223,10070.7,1587.98,-70.4332,47.4541
119,-2.24124,-0.66619,0.774908,-227.982,64.3838,-41.8067,-100.567,-38.0266,30.4426,47.5311,1545.55,150.313,91.5714,9997.3,1587.98,-70.6967,47.454
120,-2.21499,-0.206837,0.777566,-230.659,62.0606,-44.6165,-103.947,-36.8356,27.7033,47.7148,1545.59,151.821,91.6901,9940.68,1587.98,-70.7496,47.4542
121,-2.18526,-0.666004,0.775528,-233.935,57.047,-49.3955,-107.378,-40.0628,26.4634,45.3819,1545.66,153.858,91.6335,9892.76,1587.98,-70.6123,47.4543
122,-2.20805,-0.52866,0.772639,-229.913,63.901,-45.0865,-100.591,-37.791,28.9554,49.5345,1545.53,149.069,93.7335,10488.9,1587.98,-71.0728,47.4542
123,-2.24046,-0.665978,0.774369,-228.483,66.2156,-41.0023,-99.8461,-37.3177,30.698,50.2613,1545.57,153.064,91.996,10002.6,1587.98,-70.91,47.454
124,-2.22104,-0.332104,0.77744,-229.158,62.9016,-43.2728,-101.528,-38.0045,30.4464,47.9053,1545.62,153.283,91.3685,9895.41,1587.98,-70.5589,47.4541
125,-2.18666,-0.664393,0.776054,-232.276,55.6397,-49.4588,-106.239,-40.8187,26.4175,45.8416,1545.65,151.914,90.9253,9819.22,1587.98,-70.5921,47.4543
126,-2.20216,-0.578713,0.772823,-230.188,61.3943,-45.6155,-102.336,-39.0829,29.1996,46.963,1545.61,152.22,92.1484,10078.5,1587.98,-70.6927,47.4542
127,-2.23839,-0.451401,0.773861,-229.631,65.6866,-41.3804,-101.838,-37.7574,31.433,46.1218,1545.47,146.036,92.9912,10409.0,1587.98,-71.122,47.4541
128,-2.22675,-0.518159,0.777198,-229.758,63.4427,-43.5602,-101.8,-38.6569,30.815,46.1343,1545.47,144.748,93.0904,10477.5,1587.98,-71.1658,47.4542
129,-2.18936,-0.552611,0.776531,-233.605,57.4184,-48.6707,-106.803,-40.6864,27.9285,44.4581,1545.58,149.145,92.2564,10149.3,1587.98,-70.8565,47.4544
130,-2.19682,-0.666001,0.773117,-229.333,59.6256,-44.0995,-104.1,-37.7489,29.6599,46.2152,1545.7,155.593,89.2632,9395.06,1587.98,-70.2332,47.4542
131,-2.23509,-0.291781,0.773413,-226.587,63.9758,-40.6535,-101.04,-35.3097,29.5533,47.8751,1545.58,151.084,89.9894,9644.91,1587.98,-70.5347,47.454
132,-2.23177,-0.66617,0.776859,-226.391,62.1159,-41.7477,-100.255,-37.5073,29.7579,49.3785,1545.57,148.589,89.7566,9647.31,1587.98,-70.2285,47.4541
133,-2.19316,-0.533819,0.776942,-231.217,57.3326,-48.3292,-103.865,-41.2647,28.571,46.2887,1545.62,149.893,91.5935,10038.6,1587.98,-70.5203,47.4543
134,-2.19223,-0.666167,0.773505,-231.243,59.2647,-46.0425,-104.843,-39.0842,28.8224,46.1785,1545.63,152.324,91.0877,9847.12,1587.98,-70.4881,47.4542
135,-2.23073,-0.186584,0.773045,-228.815,64.4966,-42.0681,-101.749,-37.0184,29.8513,47.5602,1545.55,150.791,91.7803,10011.6,1587.98,-70.7839,47.4541
136,-2.23591,-0.66618,0.776433,-228.318,63.8352,-42.5719,-101.303,-37.2562,29.7225,47.1686,1545.55,150.278,91.769,10037.9,1587.98,-70.5532,47.4541
137,-2.19792,-0.409649,0.777262,-231.67,58.9962,-47.8224,-104.844,-38.3596,26.2062,47.412,1545.57,148.485,91.8411,10059.4,1587.98,-70.8287,47.4543
138,-2.18865,-0.660287,0.773969,-230.56,57.6124,-47.2146,-103.997,-40.1194,28.05,47.5343,1545.64,151.128,90.8632,9836.41,1587.98,-70.3398,47.4543
139,-2.22553,-0.187151,0.772774,-226.618,62.515,-40.8071,-100.666,-38.2092,32.1829,47.0218,1545.61,151.81,89.8078,9622.22,1587.98,-70.2563,47.454
140,-2.23894,-0.66619,0.775942,-227.091,63.4171,-39.284,-101.734,-37.133,31.8269,47.8392,1545.66,155.645,88.9784,9337.02,1587.98,-70.0038,47.454
141,-2.20342,-0.239059,0.777477,-229.549,58.9878,-45.2548,-103.86,-38.0763,28.0747,48.0713,1545.68,154.251,89.623,9469.87,1587.98,-70.2303,47.4542
142,-2.18625,-0.666157,0.774485,-231.688,56.5408,-48.4815,-105.707,-40.2253,27.0368,45.6805,1545.61,149.413,91.0464,9883.99,1587.98,-70.7545,47.4543
143,-2.21974,-0.292178,0.772614,-228.508,62.7986,-43.3411,-100.914,-39.0633,30.7859,46.6723,1545.56,149.975,91.7603,10065.4,1587.98,-70.4825,47.4541
144,-2.24075,-0.66616,0.775409,-228.554,64.8003,-41.672,-101.096,-37.7673,30.9259,46.7933,1545.56,151.504,91.8523,10033.3,1587.98,-70.7556,47.454
145,-2.20938,-0.174462,0.777578,-228.498,59.0107,-46.2336,-101.439,-40.0961,28.6322,47.8582,1545.63,151.186,90.8143,9856.82,1587.98,-70.2645,47.4541
146,-2.18512,-0.65771,0.775029,-232.503,56.3262,-48.8802,-106.357,-40.5262,27.0426,45.7894,1545.67,153.168,90.6761,9726.55,1587.98,-70.6686,47.4543
147,-2.21364,-0.505339,0.772572,-228.337,62.787,-42.6793,-101.91,-36.6031,29.6799,47.5517,1545.61,152.248,90.8549,9806.67,1587.98,-70.6234,47.4541
148,-2.24122,-0.66619,0.77486,-227.207,64.8627,-40.8084,-99.7543,-37.4542,31.2577,48.3515,1545.55,150.278,91.7317,10059.0,1587.98,-70.7897,47.454
149,-2.21553,-0.214946,0.77756,-227.829,60.693,-44.785,-100.12,-39.7556,30.4166,47.926,1545.59,149.137,91.0988,9948.97,1587.98,-70.4308,47.4541
150,-2.18533,-0.666131,0.775575,-231.972,55.0683,-49.9644,-105.687,-41.7452,26.5609,45.8731,1545.69,153.926,90.6797,9739.67,1587.98,-70.3121,47.4543
151,-2.20752,-0.528678,0.772651,-229.163,61.1684,-43.8473,-102.931,-38.1981,29.3387,47.1966,1545.6,150.875,90.8663,9835.17,1587.98,-70.494,47.4541
152,-2.24034,-0.666157,0.774322,-228.057,64.5263,-41.9111,-100.302,-38.3564,30.5579,47.8458,1545.52,148.983,92.1001,10148.3,1587.98,-70.7124,47.454
